IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",63.9879
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64.0583
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64.3027
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64.4369
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64.4588
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",64.8766
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",65.1429
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",65.5007
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",65.7215
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",66.0735
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",66.4525
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",66.8336
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",67.1373
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",67.46
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",67.8074
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",68.2047
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",68.7027
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",69.0508
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",69.3014
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",69.7965
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",70.1088
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",70.5303
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",70.8725
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",71.2072
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",71.5649
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",71.8004
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72.1102
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72.3267
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72.5759
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72.7897
61,"Life expectancy at birth","Life expectancy by sex (at birth)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",72.0361
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",1,"1950",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",10629041
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",2,"1951",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",10741899
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",3,"1952",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11231717
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",4,"1953",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11200749
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",5,"1954",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11471273
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",6,"1955",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11564618
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",7,"1956",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11523879
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",8,"1957",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11871441
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",9,"1958",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11690449
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",10,"1959",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11514159
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",11,"1960",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11584565
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",12,"1961",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",11608613
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",13,"1962",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",12404759
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",14,"1963",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13149185
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",15,"1964",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13123838
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",16,"1965",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13390305
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",17,"1966",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13670762
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",18,"1967",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13782437
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",19,"1968",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14476043
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",20,"1969",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14867284
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",21,"1970",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15283482
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",22,"1971",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15668857
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",23,"1972",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15789657
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",24,"1973",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15983090
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",25,"1974",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16126424
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",26,"1975",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16016213
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",27,"1976",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16056132
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",28,"1977",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15763595
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",29,"1978",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15833293
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",30,"1979",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16330754
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",31,"1980",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16689962
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",32,"1981",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17275997
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",33,"1982",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17929258
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",34,"1983",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18048395
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",35,"1984",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18231840
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",36,"1985",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18351334
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",37,"1986",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18484625
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",38,"1987",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18135443
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",39,"1988",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18418941
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",40,"1989",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18650568
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",41,"1990",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18640733
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",42,"1991",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18804638
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",43,"1992",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18546800
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",44,"1993",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18393028
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",45,"1994",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18275520
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",46,"1995",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18229072
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",47,"1996",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17998012
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",48,"1997",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17917545
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",49,"1998",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18056295
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",50,"1999",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18034730
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",51,"2000",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18059649
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",52,"2001",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",18179019
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",53,"2002",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17903854
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",54,"2003",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",17630616
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",55,"2004",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16985630
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",56,"2005",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",16096934
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",57,"2006",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15741743
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",58,"2007",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15706062
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",59,"2008",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15934733
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",60,"2009",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15519595
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",61,"2010",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15365844
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",62,"2011",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15127233
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",63,"2012",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14997340
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",64,"2013",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14890255
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",65,"2014",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14762908
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",66,"2015",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13737621
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",67,"2016",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13343928
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",68,"2017",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13193334
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",69,"2018",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",13021401
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",70,"2019",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",12902394
73,"Births by age of mother (5-year)","Live births by age of mother (and sex of child)","World Population Prospects",2022,"United Nations Population Division",900,"World","1W","WLD",71,"2020",4,"Median",3,"Both sexes",67,15,19,"15-19",0,"Not applicable",1,"Model-based Estimates",3,"Projection",12798699
