,cnt_age,cnt_home,duration,hh_id,part_age,hh_size,ID
0,42.0,1,4.0,Mo08HH1,8.0,3,1
1,9.0,0,5.0,Mo08HH1,8.0,3,1
2,42.0,0,4.0,Mo08HH1,8.0,3,1
3,8.0,0,5.0,Mo08HH1,8.0,3,1
4,29.0,0,3.0,Mo08HH1,8.0,3,1
5,8.0,0,5.0,Mo08HH1,8.0,3,1
6,12.0,0,2.0,Mo08HH1,8.0,3,1
7,8.0,0,5.0,Mo08HH1,8.0,3,1
8,55.0,1,4.0,Mo08HH1,8.0,3,1
9,8.0,0,4.0,Mo08HH1,8.0,3,1
10,12.0,0,3.0,Mo08HH1,8.0,3,1
11,8.0,0,5.0,Mo08HH1,8.0,3,1
12,8.0,0,4.0,Mo08HH1,8.0,3,1
13,42.0,0,2.0,Mo08HH1,8.0,3,1
14,52.0,0,4.0,Mo08HH1,8.0,3,1
15,8.0,0,4.0,Mo08HH1,8.0,3,1
16,8.0,0,5.0,Mo08HH1,8.0,3,1
17,4.0,0,4.0,Mo08HH1,8.0,3,1
18,42.0,0,4.0,Mo08HH1,8.0,3,1
19,8.0,0,5.0,Mo08HH1,8.0,3,1
20,66.0,0,5.0,Mo08HH2,6.0,3,2
21,69.0,0,5.0,Mo08HH2,6.0,3,2
22,41.0,1,5.0,Mo08HH2,6.0,3,2
23,43.0,1,5.0,Mo08HH2,6.0,3,2
24,35.0,1,3.0,Mo08HH3,0.0,3,3
25,53.0,1,5.0,Mo08HH3,0.0,3,3
26,50.0,1,5.0,Mo08HH3,0.0,3,3
27,55.0,1,3.0,Mo08HH3,0.0,3,3
28,35.0,1,3.0,Mo08HH3,0.0,3,3
29,55.0,1,5.0,Mo08HH3,0.0,3,3
30,35.0,1,3.0,Mo08HH3,0.0,3,3
31,45.0,0,3.0,Mo08HH3,0.0,3,3
32,35.0,1,3.0,Mo08HH3,0.0,3,3
33,52.0,1,4.0,Mo08HH3,0.0,3,3
34,28.0,1,3.0,Mo08HH3,0.0,3,3
35,55.0,1,5.0,Mo08HH3,0.0,3,3
36,55.0,1,3.0,Mo08HH3,0.0,3,3
37,45.0,0,3.0,Mo08HH3,0.0,3,3
38,25.0,0,3.0,Mo08HH3,0.0,3,3
39,3.0,1,4.0,Mo08HH4,1.0,3,4
40,40.0,1,4.0,Mo08HH4,1.0,3,4
41,60.0,1,4.0,Mo08HH4,1.0,3,4
42,65.0,1,4.0,Mo08HH4,1.0,3,4
43,35.0,1,3.0,Mo08HH4,1.0,3,4
44,38.0,1,5.0,Mo08HH4,1.0,3,4
45,65.0,1,5.0,Mo08HH4,1.0,3,4
46,62.0,0,1.0,Mo08HH5,2.0,4,5
47,61.0,0,3.0,Mo08HH5,2.0,4,5
48,17.0,0,3.0,Mo08HH5,2.0,4,5
49,78.0,1,4.0,Mo08HH5,2.0,4,5
50,22.0,0,3.0,Mo08HH5,2.0,4,5
51,22.0,0,3.0,Mo08HH5,2.0,4,5
52,19.0,0,2.0,Mo08HH5,2.0,4,5
53,19.0,0,2.0,Mo08HH5,2.0,4,5
54,68.0,0,3.0,Mo08HH5,2.0,4,5
55,50.0,0,4.0,Mo08HH5,2.0,4,5
56,2.0,0,3.0,Mo08HH5,2.0,4,5
57,20.0,0,2.0,Mo08HH5,2.0,4,5
58,49.0,0,3.0,Mo08HH5,2.0,4,5
59,42.0,1,4.0,Mo08HH5,2.0,4,5
60,45.0,0,3.0,Mo08HH5,2.0,4,5
61,36.0,0,2.0,Mo08HH5,2.0,4,5
62,46.0,1,1.0,Mo08HH5,2.0,4,5
63,40.0,1,5.0,Mo08HH5,2.0,4,5
64,72.0,0,2.0,Mo08HH5,2.0,4,5
65,50.0,0,2.0,Mo08HH5,2.0,4,5
66,10.0,1,5.0,Mo08HH5,2.0,4,5
67,57.0,0,1.0,Mo08HH5,2.0,4,5
68,49.0,0,2.0,Mo08HH5,2.0,4,5
69,41.0,0,2.0,Mo08HH5,2.0,4,5
70,39.0,0,2.0,Mo08HH5,2.0,4,5
71,75.0,1,5.0,Mo08HH6,7.0,4,6
72,8.0,0,5.0,Mo08HH6,7.0,4,6
73,8.0,0,5.0,Mo08HH6,7.0,4,6
74,8.0,0,5.0,Mo08HH6,7.0,4,6
75,47.0,0,3.0,Mo08HH6,7.0,4,6
76,7.0,0,5.0,Mo08HH6,7.0,4,6
77,43.0,1,2.0,Mo08HH6,7.0,4,6
78,53.0,1,4.0,Mo08HH6,7.0,4,6
79,48.0,1,5.0,Mo08HH6,7.0,4,6
80,32.0,0,4.0,Mo08HH6,7.0,4,6
81,8.0,0,5.0,Mo08HH6,7.0,4,6
82,7.0,0,5.0,Mo08HH6,7.0,4,6
83,42.0,0,4.0,Mo08HH6,7.0,4,6
84,7.0,0,5.0,Mo08HH6,7.0,4,6
85,7.0,0,5.0,Mo08HH6,7.0,4,6
86,12.0,1,5.0,Mo08HH6,7.0,4,6
87,8.0,0,5.0,Mo08HH6,7.0,4,6
88,21.0,1,4.0,Mo08HH6,7.0,4,6
89,10.0,0,1.0,Mo08HH6,7.0,4,6
90,10.0,1,5.0,Mo08HH7,2.0,5,7
91,34.0,1,5.0,Mo08HH7,2.0,5,7
92,36.0,1,4.0,Mo08HH7,2.0,5,7
93,38.0,1,5.0,Mo08HH7,2.0,5,7
94,4.0,1,4.0,Mo08HH7,2.0,5,7
95,78.0,1,5.0,Mo08HH7,2.0,5,7
96,65.0,1,5.0,Mo08HH7,2.0,5,7
97,47.0,0,4.0,Mo08HH8,5.0,5,8
98,79.0,1,3.0,Mo08HH8,5.0,5,8
99,56.0,1,3.0,Mo08HH8,5.0,5,8
100,48.0,1,5.0,Mo08HH8,5.0,5,8
101,9.0,0,3.0,Mo08HH8,5.0,5,8
102,21.0,1,3.0,Mo08HH8,5.0,5,8
103,51.0,1,4.0,Mo08HH8,5.0,5,8
104,5.0,0,4.0,Mo08HH8,5.0,5,8
105,16.0,1,3.0,Mo08HH8,5.0,5,8
106,2.0,0,5.0,Mo08HH9,3.0,4,9
107,1.0,0,3.0,Mo08HH9,3.0,4,9
108,2.0,0,5.0,Mo08HH9,3.0,4,9
109,2.0,0,5.0,Mo08HH9,3.0,4,9
110,2.0,0,5.0,Mo08HH9,3.0,4,9
111,3.0,0,5.0,Mo08HH9,3.0,4,9
112,47.0,1,5.0,Mo08HH9,3.0,4,9
113,1.0,1,5.0,Mo08HH9,3.0,4,9
114,3.0,0,5.0,Mo08HH9,3.0,4,9
115,1.0,0,3.0,Mo08HH9,3.0,4,9
116,1.0,0,3.0,Mo08HH9,3.0,4,9
117,2.0,0,5.0,Mo08HH9,3.0,4,9
118,1.0,0,3.0,Mo08HH9,3.0,4,9
119,2.0,0,5.0,Mo08HH9,3.0,4,9
120,2.0,0,5.0,Mo08HH9,3.0,4,9
121,1.0,0,3.0,Mo08HH9,3.0,4,9
122,80.0,1,3.0,Mo08HH9,3.0,4,9
123,2.0,0,5.0,Mo08HH9,3.0,4,9
124,2.0,0,5.0,Mo08HH9,3.0,4,9
125,1.0,0,3.0,Mo08HH9,3.0,4,9
126,41.0,1,5.0,Mo08HH9,3.0,4,9
127,3.0,0,5.0,Mo08HH9,3.0,4,9
128,1.0,0,3.0,Mo08HH9,3.0,4,9
129,3.0,0,5.0,Mo08HH9,3.0,4,9
130,3.0,0,5.0,Mo08HH9,3.0,4,9
131,13.0,1,3.0,Mo08HH9,3.0,4,9
132,2.0,0,5.0,Mo08HH9,3.0,4,9
133,2.0,0,5.0,Mo08HH9,3.0,4,9
134,10.0,1,4.0,Mo08HH10,3.0,4,10
135,55.0,1,4.0,Mo08HH10,3.0,4,10
136,3.0,0,3.0,Mo08HH10,3.0,4,10
137,40.0,0,3.0,Mo08HH10,3.0,4,10
138,40.0,1,4.0,Mo08HH10,3.0,4,10
139,28.0,1,3.0,Mo08HH10,3.0,4,10
140,3.0,0,3.0,Mo08HH10,3.0,4,10
141,38.0,1,5.0,Mo08HH10,3.0,4,10
142,21.0,0,3.0,Mo08HH10,3.0,4,10
143,35.0,1,5.0,Mo08HH10,3.0,4,10
144,3.0,0,3.0,Mo08HH10,3.0,4,10
145,3.0,0,3.0,Mo08HH10,3.0,4,10
146,83.0,0,3.0,Mo08HH10,3.0,4,10
147,23.0,0,3.0,Mo08HH10,3.0,4,10
148,3.0,0,3.0,Mo08HH10,3.0,4,10
149,60.0,0,3.0,Mo08HH10,3.0,4,10
150,55.0,0,1.0,Mo08HH10,3.0,4,10
151,5.0,0,4.0,Mo08HH10,3.0,4,10
152,40.0,1,4.0,Mo08HH11,4.0,5,11
153,22.0,0,2.0,Mo08HH11,4.0,5,11
154,41.0,1,5.0,Mo08HH11,4.0,5,11
155,16.0,1,5.0,Mo08HH11,4.0,5,11
156,32.0,0,2.0,Mo08HH11,4.0,5,11
157,50.0,1,5.0,Mo08HH11,4.0,5,11
159,14.0,1,5.0,Mo08HH11,4.0,5,11
160,30.0,0,5.0,Mo08HH12,2.0,3,12
161,42.0,1,5.0,Mo08HH12,2.0,3,12
162,25.0,0,5.0,Mo08HH12,2.0,3,12
163,42.0,1,5.0,Mo08HH12,2.0,3,12
164,42.0,1,4.0,Mo08HH13,8.0,4,13
165,3.0,1,4.0,Mo08HH13,8.0,4,13
166,38.0,1,5.0,Mo08HH13,8.0,4,13
167,66.0,1,3.0,Mo08HH13,8.0,4,13
168,42.0,1,4.0,Mo08HH13,8.0,4,13
169,8.0,0,4.0,Mo08HH13,8.0,4,13
170,38.0,1,5.0,Mo08HH13,8.0,4,13
171,38.0,1,5.0,Mo08HH13,8.0,4,13
172,8.0,0,3.0,Mo08HH13,8.0,4,13
173,8.0,0,5.0,Mo08HH13,8.0,4,13
174,9.0,0,3.0,Mo08HH13,8.0,4,13
175,38.0,1,5.0,Mo08HH13,8.0,4,13
176,64.0,1,4.0,Mo08HH13,8.0,4,13
177,42.0,1,4.0,Mo08HH13,8.0,4,13
178,8.0,0,3.0,Mo08HH13,8.0,4,13
179,8.0,0,4.0,Mo08HH13,8.0,4,13
180,42.0,1,4.0,Mo08HH13,8.0,4,13
181,38.0,1,5.0,Mo08HH13,8.0,4,13
182,38.0,1,3.0,Mo08HH13,8.0,4,13
183,62.0,1,4.0,Mo08HH13,8.0,4,13
184,38.0,1,4.0,Mo08HH13,8.0,4,13
185,9.0,0,3.0,Mo08HH13,8.0,4,13
186,9.0,0,3.0,Mo08HH13,8.0,4,13
187,38.0,1,4.0,Mo08HH13,8.0,4,13
188,38.0,1,5.0,Mo08HH13,8.0,4,13
190,42.0,1,5.0,Mo08HH13,8.0,4,13
191,38.0,1,5.0,Mo08HH13,8.0,4,13
192,38.0,1,5.0,Mo08HH13,8.0,4,13
193,62.0,1,5.0,Mo08HH13,8.0,4,13
194,42.0,1,4.0,Mo08HH13,8.0,4,13
195,8.0,0,4.0,Mo08HH13,8.0,4,13
196,8.0,0,4.0,Mo08HH13,8.0,4,13
197,8.0,0,4.0,Mo08HH13,8.0,4,13
198,65.0,0,3.0,Mo08HH13,8.0,4,13
199,8.0,0,4.0,Mo08HH13,8.0,4,13
200,3.0,1,2.0,Mo08HH13,8.0,4,13
201,39.0,1,5.0,Mo08HH14,2.0,4,14
202,42.0,0,4.0,Mo08HH14,2.0,4,14
203,76.0,0,3.0,Mo08HH14,2.0,4,14
204,2.0,0,4.0,Mo08HH14,2.0,4,14
205,2.0,0,4.0,Mo08HH14,2.0,4,14
206,42.0,0,2.0,Mo08HH14,2.0,4,14
207,2.0,0,4.0,Mo08HH14,2.0,4,14
208,39.0,1,5.0,Mo08HH14,2.0,4,14
209,10.0,1,5.0,Mo08HH14,2.0,4,14
210,40.0,1,5.0,Mo08HH15,2.0,3,15
211,62.0,0,1.0,Mo08HH15,2.0,3,15
212,38.0,1,5.0,Mo08HH15,2.0,3,15
213,71.0,1,5.0,Mo08HH15,2.0,3,15
214,29.0,1,3.0,Mo08HH15,2.0,3,15
215,65.0,1,5.0,Mo08HH15,2.0,3,15
216,37.0,1,4.0,Mo08HH15,2.0,3,15
217,34.0,0,4.0,Mo08HH16,5.0,3,16
218,68.0,1,3.0,Mo08HH16,5.0,3,16
219,55.0,0,3.0,Mo08HH16,5.0,3,16
220,5.0,0,5.0,Mo08HH16,5.0,3,16
222,5.0,0,5.0,Mo08HH16,5.0,3,16
223,34.0,0,4.0,Mo08HH16,5.0,3,16
224,61.0,1,3.0,Mo08HH16,5.0,3,16
225,24.0,0,3.0,Mo08HH16,5.0,3,16
226,5.0,0,4.0,Mo08HH16,5.0,3,16
227,5.0,0,4.0,Mo08HH16,5.0,3,16
228,5.0,0,4.0,Mo08HH16,5.0,3,16
229,5.0,0,5.0,Mo08HH16,5.0,3,16
230,27.0,0,3.0,Mo08HH16,5.0,3,16
231,9.0,0,3.0,Mo08HH16,5.0,3,16
232,5.0,0,5.0,Mo08HH16,5.0,3,16
234,59.0,0,4.0,Mo08HH16,5.0,3,16
235,57.0,0,4.0,Mo08HH16,5.0,3,16
236,5.0,0,5.0,Mo08HH16,5.0,3,16
237,12.0,0,3.0,Mo08HH17,8.0,6,17
238,35.0,0,4.0,Mo08HH17,8.0,6,17
240,12.0,0,3.0,Mo08HH17,8.0,6,17
241,72.0,0,5.0,Mo08HH17,8.0,6,17
242,12.0,0,3.0,Mo08HH17,8.0,6,17
243,38.0,0,5.0,Mo08HH17,8.0,6,17
244,11.0,0,4.0,Mo08HH17,8.0,6,17
245,13.0,0,3.0,Mo08HH17,8.0,6,17
246,13.0,0,3.0,Mo08HH17,8.0,6,17
247,40.0,0,2.0,Mo08HH17,8.0,6,17
248,12.0,0,4.0,Mo08HH17,8.0,6,17
249,6.0,0,5.0,Mo08HH17,8.0,6,17
250,35.0,0,4.0,Mo08HH17,8.0,6,17
251,12.0,0,5.0,Mo08HH17,8.0,6,17
252,40.0,0,5.0,Mo08HH17,8.0,6,17
253,53.0,0,5.0,Mo08HH17,8.0,6,17
254,30.0,0,5.0,Mo08HH17,8.0,6,17
255,12.0,0,2.0,Mo08HH17,8.0,6,17
256,60.0,0,2.0,Mo08HH17,8.0,6,17
257,40.0,0,5.0,Mo08HH17,8.0,6,17
258,38.0,0,5.0,Mo08HH17,8.0,6,17
259,50.0,0,5.0,Mo08HH17,8.0,6,17
260,38.0,1,5.0,Mo08HH18,4.0,3,18
261,42.0,0,2.0,Mo08HH18,4.0,3,18
262,34.0,1,5.0,Mo08HH18,4.0,3,18
263,34.0,0,4.0,Mo08HH18,4.0,3,18
264,33.0,0,4.0,Mo08HH18,4.0,3,18
265,3.0,0,2.0,Mo08HH19,3.0,4,19
266,55.0,0,3.0,Mo08HH19,3.0,4,19
267,62.0,1,4.0,Mo08HH19,3.0,4,19
268,3.0,1,5.0,Mo08HH19,3.0,4,19
269,39.0,1,5.0,Mo08HH19,3.0,4,19
270,42.0,1,1.0,Mo08HH19,3.0,4,19
271,31.0,1,5.0,Mo08HH19,3.0,4,19
272,62.0,1,4.0,Mo08HH19,3.0,4,19
273,10.0,1,5.0,Mo08HH19,3.0,4,19
274,4.0,0,2.0,Mo08HH19,3.0,4,19
275,37.0,1,4.0,Mo08HH19,3.0,4,19
276,35.0,1,5.0,Mo08HH19,3.0,4,19
277,50.0,0,1.0,Mo08HH19,3.0,4,19
278,4.0,1,5.0,Mo08HH19,3.0,4,19
279,55.0,0,3.0,Mo08HH19,3.0,4,19
280,4.0,0,2.0,Mo08HH19,3.0,4,19
281,34.0,1,5.0,Mo08HH19,3.0,4,19
282,47.0,0,5.0,Mo08HH20,3.0,4,20
283,3.0,0,5.0,Mo08HH20,3.0,4,20
284,3.0,0,5.0,Mo08HH20,3.0,4,20
285,8.0,0,3.0,Mo08HH20,3.0,4,20
286,3.0,0,5.0,Mo08HH20,3.0,4,20
287,3.0,0,5.0,Mo08HH20,3.0,4,20
288,32.0,0,5.0,Mo08HH20,3.0,4,20
289,10.0,1,5.0,Mo08HH20,3.0,4,20
290,45.0,0,2.0,Mo08HH20,3.0,4,20
291,40.0,1,5.0,Mo08HH20,3.0,4,20
292,47.0,0,5.0,Mo08HH20,3.0,4,20
293,30.0,0,5.0,Mo08HH20,3.0,4,20
294,3.0,0,5.0,Mo08HH20,3.0,4,20
295,77.0,1,4.0,Mo08HH20,3.0,4,20
296,77.0,1,3.0,Mo08HH20,3.0,4,20
297,3.0,0,5.0,Mo08HH20,3.0,4,20
298,35.0,0,2.0,Mo08HH20,3.0,4,20
299,3.0,0,5.0,Mo08HH20,3.0,4,20
300,47.0,0,5.0,Mo08HH20,3.0,4,20
301,3.0,0,5.0,Mo08HH20,3.0,4,20
302,3.0,0,5.0,Mo08HH20,3.0,4,20
303,3.0,0,5.0,Mo08HH20,3.0,4,20
304,3.0,0,5.0,Mo08HH20,3.0,4,20
305,11.0,0,3.0,Mo08HH20,3.0,4,20
306,3.0,0,5.0,Mo08HH20,3.0,4,20
307,3.0,0,5.0,Mo08HH20,3.0,4,20
308,3.0,0,5.0,Mo08HH20,3.0,4,20
309,1.0,0,5.0,Mo08HH21,2.0,5,21
310,2.0,0,5.0,Mo08HH21,2.0,5,21
311,3.0,0,5.0,Mo08HH21,2.0,5,21
312,70.0,0,2.0,Mo08HH21,2.0,5,21
313,4.0,1,3.0,Mo08HH21,2.0,5,21
314,41.0,1,3.0,Mo08HH21,2.0,5,21
315,40.0,0,5.0,Mo08HH21,2.0,5,21
316,6.0,1,3.0,Mo08HH21,2.0,5,21
317,1.0,0,5.0,Mo08HH21,2.0,5,21
318,30.0,0,5.0,Mo08HH21,2.0,5,21
319,40.0,0,2.0,Mo08HH21,2.0,5,21
320,30.0,0,5.0,Mo08HH21,2.0,5,21
321,2.0,0,5.0,Mo08HH21,2.0,5,21
322,3.0,0,5.0,Mo08HH21,2.0,5,21
323,3.0,0,5.0,Mo08HH22,3.0,5,22
324,47.0,0,3.0,Mo08HH22,3.0,5,22
325,39.0,1,5.0,Mo08HH22,3.0,5,22
326,2.0,1,5.0,Mo08HH22,3.0,5,22
327,3.0,0,5.0,Mo08HH22,3.0,5,22
328,67.0,0,2.0,Mo08HH22,3.0,5,22
329,3.0,0,5.0,Mo08HH22,3.0,5,22
330,65.0,1,3.0,Mo08HH22,3.0,5,22
331,42.0,0,5.0,Mo08HH22,3.0,5,22
332,3.0,0,5.0,Mo08HH22,3.0,5,22
333,37.0,0,3.0,Mo08HH22,3.0,5,22
334,3.0,0,5.0,Mo08HH22,3.0,5,22
335,37.0,0,5.0,Mo08HH22,3.0,5,22
336,38.0,1,2.0,Mo08HH22,3.0,5,22
337,10.0,1,5.0,Mo08HH22,3.0,5,22
338,3.0,0,5.0,Mo08HH22,3.0,5,22
339,42.0,1,5.0,Mo08HH23,8.0,4,23
340,8.0,0,2.0,Mo08HH23,8.0,4,23
341,67.0,1,2.0,Mo08HH23,8.0,4,23
342,8.0,0,4.0,Mo08HH23,8.0,4,23
343,8.0,0,2.0,Mo08HH23,8.0,4,23
344,9.0,0,4.0,Mo08HH23,8.0,4,23
345,8.0,0,4.0,Mo08HH23,8.0,4,23
346,8.0,0,4.0,Mo08HH23,8.0,4,23
347,30.0,0,3.0,Mo08HH23,8.0,4,23
348,8.0,0,4.0,Mo08HH23,8.0,4,23
349,28.0,1,2.0,Mo08HH23,8.0,4,23
350,9.0,0,4.0,Mo08HH23,8.0,4,23
351,9.0,0,4.0,Mo08HH23,8.0,4,23
352,32.0,0,1.0,Mo08HH23,8.0,4,23
353,8.0,0,2.0,Mo08HH23,8.0,4,23
354,8.0,0,4.0,Mo08HH23,8.0,4,23
355,8.0,0,5.0,Mo08HH23,8.0,4,23
356,8.0,0,4.0,Mo08HH23,8.0,4,23
357,8.0,0,4.0,Mo08HH23,8.0,4,23
358,8.0,0,4.0,Mo08HH23,8.0,4,23
359,8.0,0,5.0,Mo08HH23,8.0,4,23
360,8.0,0,4.0,Mo08HH23,8.0,4,23
361,8.0,0,2.0,Mo08HH23,8.0,4,23
362,35.0,0,5.0,Mo08HH23,8.0,4,23
363,65.0,1,3.0,Mo08HH23,8.0,4,23
364,8.0,0,4.0,Mo08HH23,8.0,4,23
365,36.0,1,5.0,Mo08HH23,8.0,4,23
366,3.0,1,5.0,Mo08HH23,8.0,4,23
367,36.0,1,4.0,Mo08HH24,6.0,4,24
368,70.0,1,2.0,Mo08HH24,6.0,4,24
369,79.0,1,3.0,Mo08HH24,6.0,4,24
370,10.0,1,3.0,Mo08HH24,6.0,4,24
371,60.0,0,3.0,Mo08HH24,6.0,4,24
372,6.0,0,4.0,Mo08HH24,6.0,4,24
373,5.0,0,4.0,Mo08HH24,6.0,4,24
374,37.0,0,3.0,Mo08HH24,6.0,4,24
375,33.0,1,4.0,Mo08HH24,6.0,4,24
376,6.0,0,4.0,Mo08HH24,6.0,4,24
377,67.0,0,4.0,Mo08HH24,6.0,4,24
378,6.0,0,4.0,Mo08HH24,6.0,4,24
379,47.0,1,4.0,Mo08HH25,5.0,4,25
380,43.0,1,4.0,Mo08HH25,5.0,4,25
381,84.0,1,5.0,Mo08HH25,5.0,4,25
382,9.0,1,5.0,Mo08HH25,5.0,4,25
383,37.0,0,3.0,Mo08HH26,6.0,3,26
384,38.0,1,5.0,Mo08HH26,6.0,3,26
385,37.0,0,1.0,Mo08HH26,6.0,3,26
386,70.0,1,2.0,Mo08HH26,6.0,3,26
387,27.0,1,2.0,Mo08HH26,6.0,3,26
388,33.0,1,5.0,Mo08HH26,6.0,3,26
389,37.0,0,3.0,Mo08HH26,6.0,3,26
390,60.0,1,2.0,Mo08HH26,6.0,3,26
391,29.0,1,2.0,Mo08HH26,6.0,3,26
392,8.0,0,5.0,Mo08HH27,8.0,4,27
393,10.0,0,5.0,Mo08HH27,8.0,4,27
394,10.0,0,5.0,Mo08HH27,8.0,4,27
395,10.0,0,5.0,Mo08HH27,8.0,4,27
396,9.0,0,5.0,Mo08HH27,8.0,4,27
397,9.0,0,5.0,Mo08HH27,8.0,4,27
398,8.0,0,5.0,Mo08HH27,8.0,4,27
399,8.0,0,5.0,Mo08HH27,8.0,4,27
400,8.0,0,5.0,Mo08HH27,8.0,4,27
401,9.0,0,5.0,Mo08HH27,8.0,4,27
402,40.0,0,5.0,Mo08HH27,8.0,4,27
403,9.0,0,5.0,Mo08HH27,8.0,4,27
404,9.0,0,5.0,Mo08HH27,8.0,4,27
405,8.0,0,5.0,Mo08HH27,8.0,4,27
406,8.0,0,5.0,Mo08HH27,8.0,4,27
407,8.0,0,5.0,Mo08HH27,8.0,4,27
408,22.0,0,4.0,Mo08HH28,5.0,4,28
409,8.0,1,5.0,Mo08HH28,5.0,4,28
410,5.0,0,5.0,Mo08HH28,5.0,4,28
411,5.0,0,5.0,Mo08HH28,5.0,4,28
412,5.0,0,5.0,Mo08HH28,5.0,4,28
413,5.0,0,5.0,Mo08HH28,5.0,4,28
414,5.0,0,5.0,Mo08HH28,5.0,4,28
416,5.0,0,5.0,Mo08HH28,5.0,4,28
417,5.0,0,5.0,Mo08HH28,5.0,4,28
418,5.0,0,5.0,Mo08HH28,5.0,4,28
419,5.0,0,5.0,Mo08HH28,5.0,4,28
420,5.0,0,5.0,Mo08HH28,5.0,4,28
421,5.0,0,5.0,Mo08HH28,5.0,4,28
422,5.0,0,5.0,Mo08HH28,5.0,4,28
423,5.0,0,5.0,Mo08HH28,5.0,4,28
424,5.0,0,5.0,Mo08HH28,5.0,4,28
425,41.0,1,5.0,Mo08HH28,5.0,4,28
426,32.0,0,5.0,Mo08HH28,5.0,4,28
427,5.0,0,5.0,Mo08HH28,5.0,4,28
428,5.0,0,5.0,Mo08HH28,5.0,4,28
429,5.0,0,5.0,Mo08HH28,5.0,4,28
430,5.0,0,5.0,Mo08HH28,5.0,4,28
431,5.0,0,5.0,Mo08HH28,5.0,4,28
432,5.0,0,5.0,Mo08HH28,5.0,4,28
433,5.0,0,5.0,Mo08HH28,5.0,4,28
434,42.0,1,5.0,Mo08HH28,5.0,4,28
435,37.0,0,5.0,Mo08HH28,5.0,4,28
436,5.0,0,5.0,Mo08HH28,5.0,4,28
437,6.0,0,4.0,Mo08HH29,6.0,4,29
438,6.0,0,4.0,Mo08HH29,6.0,4,29
439,57.0,1,4.0,Mo08HH29,6.0,4,29
440,35.0,0,3.0,Mo08HH29,6.0,4,29
441,2.0,1,5.0,Mo08HH29,6.0,4,29
442,2.0,1,3.0,Mo08HH29,6.0,4,29
443,7.0,1,3.0,Mo08HH29,6.0,4,29
444,39.0,1,3.0,Mo08HH29,6.0,4,29
445,6.0,0,4.0,Mo08HH29,6.0,4,29
446,6.0,0,4.0,Mo08HH29,6.0,4,29
447,27.0,0,4.0,Mo08HH29,6.0,4,29
448,6.0,0,4.0,Mo08HH29,6.0,4,29
449,47.0,0,2.0,Mo08HH29,6.0,4,29
450,6.0,0,4.0,Mo08HH29,6.0,4,29
451,40.0,1,3.0,Mo08HH29,6.0,4,29
452,27.0,0,1.0,Mo08HH29,6.0,4,29
453,6.0,0,4.0,Mo08HH29,6.0,4,29
454,6.0,0,4.0,Mo08HH29,6.0,4,29
455,73.0,1,3.0,Mo08HH29,6.0,4,29
456,73.0,1,3.0,Mo08HH29,6.0,4,29
457,6.0,0,4.0,Mo08HH29,6.0,4,29
458,6.0,0,4.0,Mo08HH29,6.0,4,29
459,6.0,0,4.0,Mo08HH29,6.0,4,29
460,6.0,0,4.0,Mo08HH29,6.0,4,29
461,39.0,1,5.0,Mo08HH29,6.0,4,29
462,27.0,0,2.0,Mo08HH29,6.0,4,29
463,6.0,0,4.0,Mo08HH29,6.0,4,29
464,40.0,1,5.0,Mo08HH29,6.0,4,29
465,6.0,0,4.0,Mo08HH29,6.0,4,29
466,7.0,1,3.0,Mo08HH29,6.0,4,29
467,8.0,0,4.0,Mo08HH30,7.0,4,30
468,8.0,0,3.0,Mo08HH30,7.0,4,30
469,75.0,1,4.0,Mo08HH30,7.0,4,30
470,41.0,1,2.0,Mo08HH30,7.0,4,30
471,42.0,0,3.0,Mo08HH30,7.0,4,30
472,8.0,0,3.0,Mo08HH30,7.0,4,30
473,6.0,1,4.0,Mo08HH30,7.0,4,30
474,8.0,0,3.0,Mo08HH30,7.0,4,30
475,32.0,0,3.0,Mo08HH30,7.0,4,30
476,57.0,1,2.0,Mo08HH30,7.0,4,30
477,8.0,0,2.0,Mo08HH30,7.0,4,30
478,41.0,1,2.0,Mo08HH30,7.0,4,30
479,8.0,0,3.0,Mo08HH30,7.0,4,30
480,8.0,0,3.0,Mo08HH30,7.0,4,30
481,1.0,1,2.0,Mo08HH30,7.0,4,30
482,8.0,0,3.0,Mo08HH30,7.0,4,30
483,27.0,0,3.0,Mo08HH30,7.0,4,30
484,65.0,1,5.0,Mo08HH30,7.0,4,30
485,82.0,1,2.0,Mo08HH30,7.0,4,30
486,38.0,1,4.0,Mo08HH30,7.0,4,30
487,8.0,0,3.0,Mo08HH30,7.0,4,30
488,8.0,0,4.0,Mo08HH30,7.0,4,30
489,55.0,0,4.0,Mo08HH30,7.0,4,30
490,85.0,1,2.0,Mo08HH31,3.0,4,31
491,12.0,0,5.0,Mo08HH31,3.0,4,31
492,36.0,0,5.0,Mo08HH31,3.0,4,31
493,9.0,0,5.0,Mo08HH31,3.0,4,31
494,28.0,0,4.0,Mo08HH31,3.0,4,31
495,9.0,0,5.0,Mo08HH31,3.0,4,31
496,85.0,0,3.0,Mo08HH31,3.0,4,31
497,35.0,0,3.0,Mo08HH31,3.0,4,31
498,9.0,0,5.0,Mo08HH31,3.0,4,31
499,40.0,0,5.0,Mo08HH31,3.0,4,31
500,9.0,0,5.0,Mo08HH31,3.0,4,31
501,12.0,0,5.0,Mo08HH31,3.0,4,31
502,22.0,1,3.0,Mo08HH31,3.0,4,31
503,25.0,0,3.0,Mo08HH31,3.0,4,31
